EPISODE	TIME_ELAPSED	TOTAL_REWARD
0	2416	-103.10996580602693
1	1854	101.98093412075099
2	1784	-250.22568006119357
3	1278	-94.07113106233233
4	2371	82.91519671287807
5	5026	280.5507497573692
6	2056	59.44998584804277
7	2105	-290.8738125052208
8	1178	-79.54772427920827
9	2372	-44.44190804154975
10	2249	219.57489339331653
11	2159	-75.49733975357984
12	1616	39.384751180684
13	1214	-134.4189011168467
14	2846	171.69183912066134
15	1586	32.41798854374299
16	1438	-169.33208067403223
17	3689	-9.866822438410253
18	2220	-14.65127026224512
19	1754	78.8599931708178
20	2460	2.6061760724150256
21	3983	-92.20208867490351
22	1963	139.0005011206728
23	1802	103.74518650336313
24	1904	166.08474415865368
25	2154	-120.59927149253159
26	1733	0.9226849274492512
27	1867	-198.31278708982956
28	1986	-277.6979975041255
29	1332	-167.0240449598914
30	2123	-43.21693993808708
31	2054	124.44621519985486
32	2304	-202.73642500308554
33	1973	-252.7791707695481
34	1370	-196.58645135432138
35	2578	-77.45824150576725
36	1941	-90.23669962060221
37	1703	-146.77388488437944
38	1674	74.92892534393474
39	2199	-11.624139925626608
40	1891	133.65366317716996
41	2216	-48.456693847903544
42	1925	28.125106919610502
43	1273	-24.615166707689205
44	1550	-212.5245417891166
45	1585	145.575231068007
46	3274	-30.46544096933721
47	2349	-242.93992000797317
48	5001	397.2461088309369
49	2218	-140.65814241903962
50	1291	-20.150001012509478
51	2431	-50.956934864803486
52	1913	-11.841342269505484
53	2563	67.72309828414299
54	1993	99.63764573756686
55	1373	-11.175348324236682
56	1733	161.45774175525736
57	2133	-162.48639181070405
58	1936	-61.79559551080084
59	1880	132.4851159174837
60	3857	245.07264783733112
61	1718	-51.936144286534756
62	3055	-118.84242592404742
63	2433	14.464120853935071
64	1460	123.1110223233533
65	2335	-151.3881254177557
66	3558	12.270686155359797
67	2052	56.363894688787596
68	1567	-157.56311393423962
69	2148	87.17351995166041
70	1366	-157.9959060564991
71	2242	-47.697494707050275
72	1749	90.03109767813774
73	2895	19.528796119750055
74	1811	-2.8960535814112234
75	1495	65.27296002092882
76	2470	-43.82538897262984
77	2649	-83.88709543704738
78	2379	125.97994771033444
79	1438	-134.28287779690413
80	1475	45.909947942832105
81	3256	325.20175885298255
82	1372	-54.60307058316223
83	2288	195.54885854248712
84	1963	169.38387933632083
85	3229	341.77936295201044
86	3192	295.3576529636592
87	1682	126.90874269382003
88	2296	217.72310141296688
89	1979	38.70797210395191
90	1585	-140.11256167848842
91	2272	138.15669505713362
92	1661	41.499613500578604
93	1709	-64.6476207635125
94	1995	64.6724824451948
95	1620	45.190246914224666
96	3028	144.85554518908432
97	2096	41.32113707467491
98	2216	-95.13354118549165
99	1182	-84.92337815017385
100	2471	-280.20547928519534
101	1713	140.3647992943518
102	5011	56.814326773264185
103	1250	60.53847421666548
104	2674	53.828666014259056
105	1423	167.5944529661285
106	1438	143.89518759446946
107	1458	-120.0403337987379
108	1446	13.739851256832763
109	2954	233.5139687381061
110	3144	182.82859662568455
111	1766	-110.01794208920589
112	1978	220.06598706773343
113	2784	-2.8427943356800682
114	2359	182.4221117100924
115	1492	56.57919954835823
116	2412	269.5732093303057
117	5014	324.5079668314506
118	1491	83.11959831382835
119	1631	27.114887588513568
120	4289	85.75283336443162
121	2724	-99.73695451147567
122	1894	74.96262192430768
123	2466	183.19316013586618
124	1690	69.43920181806264
125	4436	503.09508028043695
126	4731	34.3210226418059
127	3646	28.249247722652854
128	3462	45.25004778164009
129	2919	-14.239301911197359
130	3430	144.6428613401888
131	4519	-116.69278118305088
132	1579	108.71133007924684
133	1980	183.71907350316286
134	3359	285.7732403080844
135	4675	-41.26540214565686
136	2608	-194.45047463909805
137	1913	83.67384092241294
