EPISODE	TIME_ELAPSED	TOTAL_REWARD
0	2844	-189.81690149453993
1	1317	-172.12349358336118
2	2154	-214.1136138838738
3	1608	-246.65054359032072
4	1915	-237.48757933706273
5	1567	-189.7210248294044
6	1360	-163.89187679142225
7	1444	-141.4811559219506
8	3353	-97.83625343080892
9	2479	-257.8958493887844
10	1426	-226.8434220296949
11	2317	-114.03628088221035
12	3009	-224.10464799583073
13	1375	-277.83811465307326
14	1442	-202.59640315819985
15	1819	-200.81555090372268
16	2084	-193.36240929550365
17	1790	-232.06614414474598
18	2125	-245.7982237758109
19	1348	-156.65450013333182
20	2166	-213.0524391412445
21	3568	55.49483799087386
22	1576	-266.2626614314462
23	1671	-86.30068920249136
24	2027	-291.62364524115685
25	2711	-119.10586742325259
26	1732	-211.37187264743307
27	2323	-187.76113576629376
28	1778	-111.54123883468979
29	2061	-118.86274278251105
30	2108	-187.6451311585181
31	1760	-251.70053207796167
32	1953	-208.43684486534127
33	1906	-67.64333776349267
34	2346	-169.60995112154293
35	2722	-287.7455538731508
36	1882	-237.20723992337483
37	1634	-240.9682198262941
38	3213	3.9195756053776307
39	1547	-135.08627837856264
40	1579	-140.4014536211335
41	1384	-111.4907029988912
42	2052	-228.0383865134545
43	2052	-175.53156428056695
44	1461	-126.85206929744936
45	1546	-177.57422424211927
46	3323	49.09417646902051
47	1774	-110.96816835855095
48	2143	-102.22075828566373
49	1430	-206.57419194833108
50	3028	22.822592030037526
51	1258	-130.3104202502344
52	1842	51.622753583965675
53	2920	-42.529539878270654
54	2903	-112.99083497173989
55	2681	-17.636495585832122
56	2152	-117.63779881035609
57	1419	-9.71284249556895
58	1985	-179.12285756087644
59	3163	-331.6929188496247
60	2003	-99.6901809497729
61	1568	-184.24743690799897
62	2310	-198.05554553641497
63	1844	-188.22305527111467
64	2581	-29.61461344650853
65	2298	-174.11030721540163
66	2636	-149.51140028137118
67	4553	-45.25705146781939
68	2210	-21.815259079735583
69	2028	-141.9564151291973
70	3492	58.91291733955828
71	3247	-114.2893716267323
72	2001	-75.07219588505436
73	1453	-59.13778486073346
74	2829	3.887897292332525
75	2174	-162.0567180325104
76	2130	-100.21000102703141
77	1541	-79.22962615757503
78	1938	-107.61535971362436
79	2272	-181.29412035841546
80	2151	-135.4485867244715
81	2529	-69.32609666296466
82	3435	-40.08346736081992
83	1915	-246.736885756207
84	2177	-113.32115216015002
85	2976	111.94277216177818
86	2130	-177.72209913083938
87	2919	-95.30381885432368
88	1733	-126.96047852902667
89	2818	-65.32607005443364
90	3858	34.175863418095275
91	2715	-127.58816690936736
92	2804	-139.42290741841015
93	1516	-144.50753814948905
94	2719	7.840453723678166
95	2448	-66.92340066036869
96	2085	-110.36221037947016
97	3416	-137.47680112665864
98	3431	-27.326241506316222
99	2391	-118.04832851091632
100	2683	-313.6800089886185
101	5008	197.24313828176503
102	3276	-110.48885902712021
103	3898	-86.63198487914691
104	2963	-183.79224337992648
105	2780	-74.21288324933155
106	1685	-119.96601298810612
107	4444	32.49518924099232
108	1681	-63.930332289297645
109	2346	-167.05783467775655
110	1534	-26.51935277578181
111	1679	-52.41702767371924
112	1727	-176.31152385965697
113	2294	-100.03287889829613
114	3176	-112.22567018925821
115	2277	-129.8554729190011
116	1780	-94.02686142680037
117	2720	-112.23563922035382
118	2339	-233.96849740112924
119	3413	-278.8332166075812
120	3370	-270.46278657169194
121	1856	-96.19092917499015
122	2204	-67.67340523502543
123	3356	85.00247436468166
124	4664	-94.3558174223107
125	1954	-9.570950712253193
126	2493	-138.617149864963
127	3943	-20.58023917732376
128	4425	-7.407472256765075
129	4613	-21.67695203231105
130	2517	-56.96582293047301
131	2959	-86.467981159539
132	2939	-70.5206682474873
133	2083	-206.32682616745734
134	2983	-88.23497597573984
135	2186	-105.95097441726077
136	4899	-236.75124875105547
137	4389	-112.19864486851515
138	5002	186.66750136058457
139	3058	-32.381675353472176
140	5009	112.04511795186671
141	1580	-100.92946675872443
142	4450	16.686364721671666
143	3010	-38.44344355597299
144	1776	-147.47363279933268
145	3047	-145.77839619542635
146	3315	-250.89422001130424
147	2541	-137.88303114797907
148	4365	-185.78229067982292
149	5000	-193.6043595311794
150	5007	100.29229959887411
151	5015	-12.760859267929572
152	5008	98.42087426704487
153	3223	-29.076344231814915
154	2585	-39.57782396205231
155	5006	189.60445355490262
156	5014	276.7308386196856
157	3280	-109.6953759924003
158	3199	-144.7089150070737
159	2623	-96.11650714980638
160	1922	-113.36445355223194
161	2405	-123.02085446107793
162	2181	-187.73045861862323
163	2507	-172.56641911759735
164	1890	-74.27460459862434
165	2338	-41.79655378205748
166	5022	240.48964471239978
167	5021	149.70621039814318
168	3053	-87.88948760991158
169	3633	-127.95837940270361
170	2888	-98.82816028783763
171	2323	-62.2327539807295
172	5011	150.84385375308648
173	3366	-40.37561220261329
174	2311	36.536821317409505
175	2894	-91.24547623477278
176	1995	-23.25956688401851
177	2466	-53.28044649171017
178	4946	-138.34999189929556
179	2573	-31.151190636766003
180	1349	-53.25419696849484
181	5001	-21.866325316384298
182	2140	-55.95056309095617
183	4852	-40.62163383491572
184	3679	-79.24953571429322
185	5013	-24.71791423355023
186	5017	211.67388214558662
187	5006	145.63945409336745
188	3222	-17.36880792264415
189	5004	132.99317098338017
190	1761	30.284820013376674
191	3896	133.47597083026744
192	4594	-170.5243680584323
193	2534	-251.28776788383422
194	4007	-34.19094486256954
195	3580	-42.45034454996466
196	3420	-32.96155704703166
197	2776	-49.01017153034055
198	3491	94.09433044845969
199	5002	173.02610609649685
200	5014	174.28731437279407
201	1688	-74.93333154132496
202	5012	-53.14520041218266
203	5006	177.4141109042503
204	4553	-97.33922568126467
205	3783	20.149086744481707
206	5006	117.7686017224543
207	5013	179.37896993032484
208	3529	-17.464353438406263
209	5000	224.48657431019194
210	1792	-23.64102858052287
211	5004	146.67801359057444
212	5018	184.62633602299002
213	4720	-49.63574822725906
214	4841	-279.82559362224606
215	5002	186.34746671226145
216	4822	-191.2160757018736
217	3754	29.297269202152904
218	5000	137.86817888753453
219	3910	44.2952228277816
220	2334	-74.87061275159348
221	2186	49.95465213148589
222	5013	158.17382748698142
223	3979	-123.30269497733934
224	5018	76.4213206763592
225	5011	178.0036306791654
226	2687	26.566189238824037
227	5018	150.30981675332208
228	5008	60.71475928309139
229	3933	47.738466337382164
230	5000	192.94103010965648
231	5004	84.89998481907105
232	2139	-69.58517284179085
233	5000	139.1131334689484
234	2295	-237.1892096511446
235	2626	17.68100461931023
236	5011	91.75627462915153
237	2215	-55.79573626046038
238	5005	212.8701396103445
239	4757	39.79019491484314
240	5006	171.84370545016674
241	5010	130.70179378137036
242	5011	57.79332181419727
243	5008	310.00291719268535
244	4799	22.09315200564798
245	4901	-170.45929047574987
246	5002	108.09229202625812
247	3572	-124.48635060744813
248	1610	-9.540977774429138
249	5003	222.55455424432867
250	5006	245.5322704481789
251	5000	201.9066296001581
252	5006	106.8744864839789
253	5008	142.5942782175629
254	5010	80.98182339996535
255	5015	-17.0118311658367
256	5014	168.93620247060684
257	5012	255.09173866099644
258	2295	9.470208017391215
259	1649	-132.02543054478866
