EPISODE	TIME_ELAPSED	TOTAL_REWARD
0	3177	11522.670839457196
1	2165	23595.441547782266
2	1880	7374.085137829982
3	2220	-252.45542535621868
4	1818	-346.44719599919006
5	1359	-253.49188191218363
6	1503	-81.80619223352
7	2203	48.49550161340247
8	1365	-193.02998088637437
9	1535	-45.38926888790853
10	2368	230.31203278479538
11	1364	84.08574455055862
12	2113	-106.11105974002828
13	1467	23.125764564295196
14	1207	-255.4888421416427
15	1233	-257.18422307887306
16	1172	-155.20038573845315
17	1409	-266.9908212263456
18	1366	-253.50127630448645
19	1414	-252.91803033450785
20	1999	-268.65421038455844
21	1846	-279.2873599364856
22	1189	-257.2492870083755
23	2032	-350.12968106893425
24	1729	-253.0775439886335
25	692	-260.71539914954224
26	1721	35300
