EPISODE	TIME_ELAPSED	TOTAL_REWARD
0	2984	-256.1543743508802
1	1805	-232.28413755154057
2	1987	-253.75707598368655
3	2223	-216.51352807770309
4	1899	-319.1711268175934
5	807	-250.80392786433674
6	1915	-201.7375252287552
7	1582	-254.95812293436447
8	3971	-128.68578410924462
9	1440	-251.6892941850802
10	785	-252.37181285122995
11	2182	-348.28645996108924
12	1692	-254.36986718480404
13	1359	-256.4348978413825
14	1312	-305.4042631672198
15	1517	-251.01273088497555
16	1405	-254.69612443406584
17	1529	-255.30052961962048
18	4677	-89.8682464550676
19	1666	-210.1318381650613
20	2121	-251.78074940161625
21	1762	-342.19373505805356
22	2181	-251.51132698028954
23	1817	-305.2722754397621
24	1580	-223.41412271976097
25	2195	-215.20460683463278
26	1476	-303.9300037154137
27	1721	-249.4992018760908
28	2859	-162.589216571947
29	1193	-250.02603057894618
30	816	-252.356785687417
31	1782	-333.8886707120731
32	2905	-253.61142792354406
33	1807	-253.07724971327892
34	2355	-273.273382673718
35	2061	-237.91590812500687
36	1667	-254.70553942876435
37	1482	-211.80728947079572
38	1958	-187.7375422976372
39	2922	-286.19359860939136
40	2196	-193.38959432256542
41	1916	-287.59432494626407
42	1109	-251.79744024970626
43	2917	-282.4716388398639
44	2065	-253.45091163414108
45	4072	-63.14931120926691
46	2423	-241.31900324963746
47	1811	-333.1341079600629
48	2018	-318.1948590514655
49	1355	-250.6126070490174
50	2405	-295.4597077436434
51	1450	-250.92259104758335
52	1833	-183.01612843948607
53	2421	-160.33763244447613
54	2315	-218.57399661883014
55	3243	-164.33872342961422
56	2062	-321.91729716684176
57	2505	-336.6380652595599
58	2110	-268.63043831176265
59	3082	-209.58297272554208
60	2225	-209.62420789315513
61	5010	246.24548048611814
62	1780	-342.8864987071757
63	1321	-307.48631253924884
64	2741	-249.63284039572437
65	1476	-252.39597336585507
66	1629	-266.0594796962056
67	1385	-159.68766509791934
68	5001	211.2630969447449
69	3909	-173.81663204113724
70	1683	-243.29747781619108
71	1776	-253.73439564328828
72	2824	-198.02809211892088
73	2412	-320.06663160255147
74	1424	-269.2389689470532
75	1543	-259.85289546004117
76	1578	-254.83332482104507
77	2008	-254.32939478747946
78	3737	-159.2287621552137
79	3282	-79.54372421657192
80	2061	-241.5972945566028
81	2186	-184.32259389021135
82	2527	-158.78061976920782
83	2371	-156.5901018802119
84	1770	-256.2126359582835
85	2094	-234.77184612812067
86	2186	-193.40387829972101
87	1047	-250.78915956695224
88	5008	116.93109412121241
89	1726	-281.94321748170904
90	3358	-258.3696996609605
91	2546	-125.35796980105161
92	5008	90.93755789755019
93	1960	-228.5274769597701
94	3821	-212.6219148648873
95	2157	-255.55210814485577
96	4434	-317.3575553332521
97	2207	-209.6024483809951
98	5013	144.92457848429936
99	2972	-231.0017513181598
100	1196	-223.68107584833905
101	2851	-113.95079461321589
102	5010	169.885253702103
103	2183	-182.374164060092
104	2923	-211.05113929434287
105	2170	-235.99992577975448
106	1280	-250.27638399888474
107	1954	-211.40082511895824
108	2287	-119.5233972081713
109	2388	-188.42395270224492
110	3645	-154.81403310555493
111	4256	-184.57771276282023
112	2549	-169.0104791218668
113	1767	-331.7431525040817
114	2579	-215.86774785927284
115	1719	-172.18433504463223
116	1767	-120.71781457086352
117	3504	-195.97061173249625
118	2012	-104.34938819028787
119	2554	-180.44234460091678
120	2460	-331.79139842754057
121	2724	-188.2832276231675
122	2835	-321.25594716473665
123	3110	-152.13528542932437
124	3185	-346.9698734394977
125	2393	-288.7632857074679
126	3487	-184.4040713447735
127	3394	-127.47202414761654
128	2243	-309.84372476548174
129	3391	-127.07589008510787
130	2189	-241.47753367618662
131	2156	-222.9048094770889
132	1968	-247.28980840294142
133	1724	-140.9782834612909
134	1847	-208.06981892973454
135	5012	147.18606099866355
136	2339	-337.8691410423172
137	2587	-199.18426169516266
138	2339	-196.37807340982778
139	2336	-195.96995833118459
140	5015	136.87442993801895
141	2328	-230.83457386002797
142	2325	-175.40232623133338
143	3149	-67.47208453761775
144	5002	-12.92362316055272
145	1869	-206.44312438675536
146	1475	-80.75738949999305
147	1892	-178.0736828142816
148	2071	-203.84607328037754
149	1316	-152.21534343186167
150	5015	121.97997673862561
151	3221	-325.19244638066186
152	1605	-222.44987361496229
153	1445	-102.41509909868631
154	1848	-257.6797659511253
155	2798	-253.4730936478323
156	5007	68.29752920930355
157	1856	-204.19131958921975
158	2821	-88.63389422253456
159	1926	-113.6241122045472
160	2114	-186.94626212356712
161	1858	-217.7584477209335
162	3067	-97.5098078532785
163	1704	-341.97054667982775
164	2301	-178.7328881129072
165	3619	-126.90216541102663
166	5000	104.95851465394527
167	1967	-166.74545252609187
168	2903	-155.432326406038
169	3582	-183.89632491788518
170	1754	-162.109391860051
171	3385	-178.58581066599052
172	4954	-124.36113538282248
173	2387	-75.48984827603451
174	2663	-195.18116745705981
175	5009	2.0275126026505426
176	3224	-20.141738358450766
177	3764	-268.13753441236815
178	4071	-161.18036786535174
179	5009	104.47812381364344
180	3507	-310.113364109224
181	2691	-206.70758369776925
182	2861	-200.70674105707351
183	5000	100.993232071144
184	5001	220.69595408492563
185	5005	66.67361663786525
186	1891	-289.81684536923393
187	3035	-135.99628700497442
188	3952	-265.40112289038956
189	4109	-85.67045357562148
190	5003	189.0127618795548
191	2077	-217.00358043460878
192	4217	-161.8345278727026
193	5015	195.67637617438626
194	3779	-213.21594763803438
195	5011	251.59243664105054
196	2037	-144.69909843571594
197	4566	-139.23758981302547
198	2887	-245.88030884677846
199	3479	-47.414209237109944
200	5000	219.32319528572265
201	2135	-74.02085265243996
202	1427	-127.44024810450864
203	3352	-91.74020318034553
204	5016	111.83444047574011
205	4484	-106.88413840090388
206	5006	92.56040361413777
207	5004	170.46540387689072
208	5010	188.46119906941433
209	2877	-297.6035662461377
210	5008	29.29362378286649
211	5003	56.866565084087014
212	5010	157.18860613894273
213	5002	162.2424826261445
214	2328	-302.67800504663285
215	2773	-217.915262219251
216	5000	141.15816558429253
217	3462	-102.1404097736493
218	1884	-99.41867380647498
219	3107	-155.42415213247006
220	2942	-209.4325279280029
221	1768	-142.62826877847758
222	3996	-219.8324505695144
223	1810	-239.80836552161634
224	2221	-280.71428262820575
225	5006	189.00014518269094
226	5001	182.86027457469328
227	2695	-105.23037490456947
228	3153	-257.9394411644097
229	5015	211.84952540555926
230	5006	84.36331118212837
231	5005	134.6350741636763
232	2758	-133.52848231677365
233	2155	-142.65960249568647
234	5000	200.02788022925952
235	3931	-133.542724915264
236	5002	215.73407783181176
237	5007	145.89613494813452
238	1782	-151.2709410032966
239	5017	70.35061712554194
240	5015	228.9693342148156
241	5001	197.9025602712455
242	3113	-175.51174265831304
243	5008	132.56545559523093
244	2799	-149.5199741971989
245	2760	17.725489357874295
246	5013	183.41829801816755
247	5016	154.45781197944032
248	5012	166.04559544489658
249	5003	168.58318028222422
250	5017	134.43004793639633
251	5019	182.65981664153034
252	5004	17.079745839050354
253	3750	-120.4447804207263
254	5006	207.2471585814425
255	5011	276.92743584290855
256	5011	179.89055322214037
257	5004	142.90781540717575
258	5007	126.02383804280672
259	5018	95.41481199914816
260	3888	-203.9480651003864
261	5001	203.2172488520808
262	4874	-201.1156925381849
263	5004	177.69503817247656
264	5012	199.1193073670841
265	1771	-174.14073081378362
266	5008	62.374957315441726
267	5003	213.63565981585458
268	5010	144.9116031128607
269	5001	133.1396462379961
270	5015	96.27717894222644
271	5000	203.5872193289596
272	5073	112.31261952886882
273	5011	147.12632011547106
274	2861	-119.4729694665938
275	3753	-258.9054747231113
276	3121	-310.62179226299247
277	5014	178.83590149726288
278	5011	81.78229811326895
279	5003	148.49235665703063
280	2536	-222.92192402956283
281	5009	150.46531734756755
282	5015	136.45527291457077
283	2369	-186.58122020932004
284	2481	-173.5830218981365
285	5008	66.14904206407829
286	5011	129.35681519788062
287	5002	123.76680628788888
288	4452	-86.72218486373697
289	5000	206.11284419505068
290	5005	92.67849853338704
291	5013	246.27231601406785
292	5005	47.79510777236286
293	5011	154.48032580864364
294	5004	183.41142360813845
295	5080	196.9197695614885
296	2341	-194.98343708668284
297	5017	43.9052154536343
298	5005	250.01772271308587
299	4068	-84.9265272686846
300	5008	-57.52262220727673
301	2552	-121.93718019423791
302	4621	-178.69271094249478
303	2169	-101.83542946861141
304	5002	233.36602028190492
305	5002	153.64993840520984
306	5001	161.30521466104446
307	5013	142.59262116486556
308	5005	127.56173846438978
309	5013	150.27549352574428
310	5009	168.10500504232715
311	5017	226.789345942306
312	5013	127.86935977912319
313	5012	176.65698542014752
314	5001	221.09986816783058
315	5012	209.0753747292646
316	2217	-86.05857827774074
317	5010	151.1122098093528
318	5011	61.33168371625039
319	5014	153.47296572241535
320	5001	172.83422487962622
321	5008	119.03037599905858
322	5013	8.613159978677134
323	5000	160.96112773096132
324	5010	133.4545378105671
325	5007	125.68640730795612
326	5003	96.5483693138267
327	5025	170.94688597695284
328	5013	150.06876733358828
329	5000	104.25990702366846
330	5001	145.77369297640806
331	5013	179.35730981555596
332	5001	83.82191888389545
333	5005	180.58776558061936
334	5001	115.1856400923922
335	3173	-6.0471972130234235
336	5013	125.31253382176212
337	5009	177.4252356832414
338	5006	126.9929690274656
339	5003	121.31779706621214
340	5002	122.70777096407946
341	5009	196.306895437829
342	5008	29.210193637441
343	5023	102.65928188456417
344	5006	128.05850968821449
345	2123	-140.9955785336358
346	5014	62.698767963245935
347	5007	164.83499894221464
348	5002	121.57195823820032
349	5004	142.44773744300016
350	5014	182.1979138128217
351	1738	-69.74186068174066
352	5010	186.81143538286736
353	5000	196.06903991630423
354	5003	119.31451149835716
355	5012	198.54830412310264
356	3264	-126.76405170841453
357	5007	79.05077349671504
358	5008	108.31265549488582
359	5003	102.78527947447678
360	5011	237.0979158289895
361	5013	63.264595663514925
362	5006	-15.39553326557568
363	5039	89.8636166630109
364	2450	-72.90318654441953
365	5014	188.201169907462
366	5011	15.412815727123755
367	5008	123.52388339899355
368	5000	113.67659647906916
369	5008	130.8256687301191
370	5060	131.972664372457
371	5014	43.09470681700312
372	5014	122.95795544367506
373	5007	98.14649214561518
374	5008	199.00851727158567
375	5005	180.14323680809363
376	5016	46.13011245260371
377	5009	170.98650266869686
378	5015	51.04781885099844
379	5016	140.57413378108126
380	5017	104.83281696472011
381	5002	29.626922489565438
382	5012	108.87248440597135
383	5013	151.49952544819052
384	3541	-197.66443465847954
385	5003	40.97267960201633
386	5009	178.19431762649666
387	5005	-56.33737965508172
388	5013	73.69470801410098
389	5010	-51.591713997592315
390	2847	-58.870311098749326
391	5007	27.836367481067526
392	5009	186.0130566322788
393	5016	213.65459402031783
394	5006	136.04690460086627
395	5005	-5.884469143032565
396	2817	-260.6332527387204
397	5010	27.895571328197583
398	5007	132.17600025661835
399	5012	241.14804761463157
400	5013	102.95037967197212
401	5018	161.76743979025704
402	5016	159.43559459810837
403	5013	-129.02068402805423
404	5008	-135.44107006058758
405	5011	41.298280292082175
406	5002	156.0183167547079
407	5008	-65.67749070732953
408	5016	102.40475656347037
409	5012	-112.00441923535487
410	5014	127.0483518754294
411	2100	-257.8094209592547
412	5005	65.76595358889442
413	5079	168.49191109795782
414	3360	-95.75623458296947
415	5014	95.55071343181045
416	5006	138.7340339572066
417	4208	-246.8467233300631
418	5016	-134.5958603195796
419	5007	159.27115632562675
420	5016	187.43803118747732
421	5010	-30.058390397519283
422	5004	206.921357384754
423	2923	-310.88202801671423
424	5014	149.6945450179694
425	5013	41.605477357095516
426	5002	107.57917163133783
427	5007	172.2373707672142
428	4864	-65.12679487583308
429	5006	-18.846478349386672
430	5024	223.49542556023172
431	5014	165.35440184322877
432	5017	155.4846664440355
433	4367	-120.35441098067713
434	5004	126.00289785936518
435	5010	125.21384444250532
436	5004	145.62388291297268
437	5015	121.15199822072091
438	5011	157.44500418123837
439	1749	-33.95590656905878
440	5010	180.74456632636304
441	5021	119.50083064345412
442	5004	-43.83841994110848
443	2700	-245.57388151978375
444	5000	-68.80982850698601
445	5015	108.65659138962074
446	5004	175.29818117478678
447	5005	125.65416912103495
448	3918	-212.7369741950458
449	1937	-136.79205387815531
450	5014	123.68810229164616
451	2564	-108.26845089066965
452	5003	166.8137462104762
453	5003	83.48576052477853
454	5014	196.91897402512424
455	5010	117.24149712423778
456	5009	207.8766736529058
457	5000	80.01160420882756
458	2219	-57.13386254847408
459	5008	180.9454804369425
460	5005	111.76258315812242
461	5007	111.9449855420706
462	3518	-132.0399200125796
463	5011	210.10596577801132
464	5010	120.91229404435998
465	5011	156.83253533969818
466	5014	262.1934643130555
467	5015	209.69270589130053
468	5011	227.4290833324629
469	5007	91.96918586018666
470	4645	-100.92268999879643
471	5008	214.56471076441082
472	5017	222.0681518302428
473	5011	204.67025030020903
474	5011	22.653683589608946
475	5010	98.66586549218417
476	5002	32.44323304882453
477	5020	87.84446099177742
478	3963	-172.59948253672457
479	5001	190.6720011581734
480	5003	107.07222678344186
481	5010	60.79398142083453
482	5014	160.01668113179736
483	2778	-157.7013399958106
484	4315	-90.04329517213776
485	3775	-97.83943396177477
486	5003	71.97107888286504
487	5020	178.08374830697966
488	5009	125.4112987201784
489	5005	157.5013993396412
490	5000	18.902659537854205
491	3740	-84.23174936782874
492	5010	169.5701262234208
493	5005	153.18679930807386
494	5007	228.1343368951859
495	5014	144.33313366359585
496	5014	154.79096100403626
497	5016	178.44744433189223
498	5009	98.73662106336168
499	5018	126.08006281701812
500	5014	118.34418012409238
501	1576	-65.40928100562144
502	5021	123.14111228098777
503	5013	193.31793021760745
504	5013	252.25761627768568
505	5017	187.1290879306916
506	5014	244.50774672767054
507	5002	154.06994408824963
508	5004	190.7335381611737
509	5018	113.19568490957349
510	5005	-55.415740985959054
511	5014	208.54963225297388
512	5004	176.398127222551
513	2355	-131.48067987305168
514	5000	206.03674409679988
515	5017	133.9970930312599
516	5015	157.61100811921864
517	5009	214.57988431653158
518	5001	207.89137311629122
519	5011	111.31816454137544
520	3196	-127.16823396131613
521	5009	115.89555943407845
522	5018	152.44063354234927
523	5016	147.99567299381633
524	5016	117.44455441995352
525	2683	-234.70323537481624
526	5007	124.44308710214388
527	5014	180.71296485027244
528	2478	-191.20916022465588
529	5061	163.4765971902546
530	2291	-81.79001158412365
531	5013	174.0709565762228
532	5014	242.69298532019582
533	5005	142.8578259979034
534	3173	-242.91867201122602
535	5013	234.82845217185505
536	4030	-164.25954381992182
537	5012	231.3103054349381
538	5007	109.1257636276036
539	5021	122.94585882806413
540	5011	230.6067968500458
541	4265	-89.59903857801702
542	5001	67.47125587593533
543	5009	93.97366199702448
544	5011	190.96371108366108
545	5007	214.64796475196562
546	5005	231.45466101877483
547	5015	272.5046681433782
548	5016	150.57380801968728
549	5010	131.5340055508995
550	5013	171.7083491364556
551	5025	173.10559425023712
552	4358	-205.51080761957223
553	5007	123.20916262890107
554	5016	115.52836487726466
555	5017	111.74864273821031
556	5011	197.53098819822813
557	5010	121.2089428594576
558	5010	284.5551782536782
559	5015	211.3257566441365
560	5018	229.30417233117802
561	5016	175.70609288604865
562	5001	111.97720535175162
563	5013	109.47885154224598
564	5030	157.71420420924088
565	5005	253.51087607708908
566	5014	117.89194005481274
567	5012	143.19376272842348
568	5006	126.19617028845182
569	5003	141.54560041355754
570	5003	134.4775232291731
571	5000	180.96720767217772
572	3105	-94.01282185430695
573	5017	175.17822326826118
574	5002	198.42914867833395
575	5005	203.1720813187305
576	5016	126.5297260497087
577	3462	-152.99424006356656
578	5015	121.45463573318933
579	5002	128.75244700686946
580	5012	148.14591808914238
581	5002	171.0956926157588
582	5000	-7.511280057193407
583	2259	-4.714900825000001
584	5009	123.2233241820274
585	5003	156.14348840576474
586	5011	153.41407701982675
587	5007	189.2124310616222
588	5008	250.80983375150993
589	5018	153.63122069829654
590	5011	202.61413285216827
591	5009	183.74566975144026
592	5000	200.21733442006325
593	3600	-101.85599672950786
594	5008	162.46252360263023
595	4210	-46.140612705852945
596	5019	166.5296944552911
597	4518	-110.28014188634172
598	5011	193.05159344690213
599	5004	137.9251122758977
600	5014	86.85360964436815
601	5017	86.3237251543964
602	5011	98.96587980394926
603	5049	132.76912545235257
604	5019	163.93614122756094
605	5009	231.20362845504494
606	5013	198.96719958804053
607	5003	108.19430568386089
608	3724	-88.8700641540317
609	5007	103.66960195174165
610	5002	270.04723841377114
611	5013	222.89972202089052
