EPISODE	TIME_ELAPSED	TOTAL_REWARD
0	3518	-445.57153550640373
1	2378	-319.0945468057782
2	2627	-323.1061107990971
3	2368	-227.21233331514003
4	2501	-414.3711682745617
5	3833	-108.94546677048262
6	1691	-300.5551897740394
7	2106	-250.41212859416774
8	1785	-193.80809730134993
9	1991	-287.9801032551655
10	3135	-152.13311928584017
11	1482	-272.0073797779229
12	1645	-265.0138513507191
13	1656	-381.8543132779979
14	1602	-252.85514998297262
15	2885	-212.2437586730228
16	1625	-341.9485511523892
17	2143	-286.6430486680557
18	1572	-404.3706259338195
19	2530	-186.16203503057247
20	1836	-302.9493263894938
21	1819	-283.9177420430204
22	3244	-340.06943007071027
23	1761	-294.5583418193245
24	2196	-396.167172642362
25	2372	-332.2597167800009
26	2747	-227.2706651295012
27	3099	-223.58039346387034
28	1482	-445.39269020926633
29	2520	-101.56562438791862
30	2323	-374.160270964994
31	2047	-256.6188528981544
32	1494	-339.84731412705446
33	1791	-294.93245652262215
34	8010	202.16271261159972
35	2189	-369.0280714741332
36	2125	-272.309016490432
37	3814	-201.99743142417225
38	2761	-225.30866443315676
39	1831	-302.7135113375754
40	8003	505.19497917418505
41	2732	-266.50579730193556
42	2372	-291.4384281392134
43	2131	-354.4420626622489
44	1343	-216.63413501803916
45	3455	-293.61463689517404
46	2711	-314.94313314790844
47	2091	-210.63939931666505
48	2201	-154.02635574548952
49	2428	-248.78940308335535
50	8089	45.28577512643932
51	2343	-153.81056341083456
52	1875	-393.93884515898594
53	2283	-393.06153688996585
54	3595	-166.75055394581804
55	1503	-186.42945469595628
56	8010	325.13696606958393
57	3399	-150.45004820765672
58	8015	187.00472101811582
59	1758	-235.21837095956386
60	2584	-265.54347683424305
61	3975	-199.73397851565414
62	5436	-216.21809810189208
63	4490	-237.73800260334247
64	7294	-256.9608421010545
65	3127	-116.24408059149198
66	3342	-323.0912094942612
67	2852	-346.7254975395724
68	2979	-208.3308287434949
69	1610	-283.0472161899023
70	4185	-45.80047752166922
71	6280	-69.71522210309459
72	1825	-69.85379692112576
73	1713	-185.51570952526424
74	8014	180.99501559794427
75	1267	-239.11872050061407
76	2591	-102.81115283586337
77	8007	227.84285306253628
78	1388	-280.92138235436414
79	2691	-196.28249208292652
80	5278	-202.89176655519987
81	1514	-317.67187571225827
82	1907	-319.1518434119039
83	5029	-243.42257646626877
84	3954	-273.50265702462025
85	2304	-341.38537680159874
86	1899	-256.2020616250959
87	2737	-412.3653145786632
88	8009	113.43847834458738
89	2155	-237.236576496013
90	2281	-229.6152323076262
91	2801	-265.31037266245426
92	1791	-264.04961241350964
93	2694	-243.0017667986855
94	2853	-343.6670302345139
95	8012	150.47616584379642
96	2038	-184.75504863688758
97	2294	-139.7459710208828
98	3181	-165.87481851678376
99	8030	207.60938073396133
100	1397	-249.0236956412308
101	1425	-179.62717509481982
102	1333	-191.9238201704656
103	1896	-300.8594295476375
104	2233	-93.46989657001266
105	2465	-155.08241071335536
106	2190	-135.1375789046109
107	953	-235.5987066205098
108	1568	-165.5223115489153
109	2670	-73.08982389950003
110	1976	-183.7921113219087
111	2506	-227.14646920951972
112	1077	-214.97903800919275
113	1444	-327.08226282159575
114	2164	-189.8804436200871
115	1742	-209.68964802836337
116	2777	-141.65791990339693
117	1558	-147.7765146815135
118	4502	-211.53417944886095
119	2028	-175.6133496176558
120	2117	-294.74923274349277
121	8011	376.76894090061865
122	2836	-86.68396186731007
123	1819	-227.0169697417881
124	2304	-300.96164059525313
125	1573	-247.37450691330633
126	1880	-154.9671072429172
127	2899	-234.63099419764367
128	1778	-240.26275827089566
129	1982	-149.76033472601765
130	3045	-197.8843445153757
131	2652	-300.49922214079675
132	3780	-165.892008461696
133	1835	-230.80494152314486
134	1331	-367.7959350848168
135	6967	-69.41820071219934
136	8016	260.02958200032265
137	2191	-134.99369218368403
138	3724	-173.3227513858534
139	2949	-61.97568102912939
140	2046	-284.41739242439075
141	3630	-233.23379194719988
142	1898	-244.81567416592023
143	2109	-309.6441057961318
144	3016	-64.13498117628757
145	2031	-127.38600655296273
146	1558	-183.58678234868518
147	2629	-198.20018580344464
148	773	-223.6630728072796
149	1363	-256.38861156745065
150	1859	-177.44378024962833
151	3128	-118.19311212326849
152	2845	-176.35932603070313
153	8021	342.34553389341824
154	8014	98.61408799294924
155	2060	-285.7406768997881
156	1987	-347.221216702526
157	1985	-201.37164984766724
158	2946	-415.7567433702063
159	1641	-103.72191528724953
160	8011	297.6101736266549
161	2408	-96.3283026353013
162	3259	-170.82500226371621
163	4493	-190.9651424550751
164	2083	-340.0318724711203
165	2093	-225.5033387441914
166	2662	-182.3194083381134
167	1503	-244.31381975604424
168	8003	243.65852571111847
169	1569	-298.1024523799433
170	1599	-405.1945872904692
171	2166	-255.58228470303766
172	1635	-140.32253384193626
173	2599	-155.6262214755237
174	1390	-156.4261431364978
175	1710	-271.6222213662452
176	1896	-297.0080707246765
